,Date,Agric eggs medium size,Agric eggs(medium size price of one),"Beans brown,sold loose",Beans:white black eye. sold loose,Beef Bone in,"Beef,boneless",Bread sliced 500g,Bread unsliced 500g,Broken Rice (Ofada),Chicken Feet,Chicken Wings,Evaporated tinned milk carnation 170g,"Evaporated tinned milk(peak), 170g",Frozen chicken,"Gari white,sold loose","Gari yellow,sold loose",Mudfish (aro) fresh,Mudfish : dried,Onion bulb,Rice agric sold loose,Rice local sold loose,Rice Medium Grained,"Rice,imported high quality sold loose",Tomato,Yam tuber,Dried Fish Sardine,Iced Sardine,Irish potato,Sweet potato,Tilapia fish (epiya) fresh,Titus:frozen,Catfish (obokun) fresh,Catfish :dried,Catfish Smoked,Mackerel : frozen,"Groundnut oil: 1 bottle, specify bottle",Maize grain white sold loose,Maize grain yellow sold loose,"Palm oil: 1 bottle,specify bottle",Plantain(ripe),Plantain(unripe),"Vegetable oil:1 bottle,specify bottle",Wheat flour: prepacked (golden penny 2kg),State,Month,Year,Region
10,2017-11-01,502.171034482759,47.5,470.5,445.48275862069,955.8,1368.43269230769,367.647058823529,345.0,495.98,796.8,950.25,163.75,196.785714285714,1569.44444444444,326.822413793103,328.035714285714,1000.0,2725.38166666667,330.072666666667,337.186666666667,304.546785714286,351.723684210526,400.198653198653,285.685517241379,191.273448275862,1538.21,882.62,285.714285714286,110.282666666667,939.0,891.546666666667,1152.5,2270.70071428571,1646.0725,1020.85266666666,612.5,205.334137931034,226.93,442.97214285714,245.146,215.268928571429,430.16625,650.0,ABIA,11,2017,South_East
11,2017-12-01,507.878787878788,47.6388888888889,471.428571428571,435.135135135135,973.133230471133,1331.10584001925,354.210526315789,329.545454545455,495.325,758.9852,956.66666666667,174.0,196.470588235294,1635.29411764706,320.385281385281,321.911764705882,1001.96,2509.85723678031,298.659686096661,337.639553429027,302.325962325963,348.787878787879,400.486486486487,307.638262472821,184.102488811952,1434.86160304342,862.96296296296,280.0,115.276182768062,940.0,882.06651821977,1145.0,2112.47086247086,1619.10866910867,1022.6561236092,616.666666666667,202.249522249522,223.464052287582,435.185185185185,245.958052540203,213.162301724701,439.080459770115,654.285714285714,ABIA,12,2017,South_East
12,2018-01-01,425.0,40.0,462.549603174603,462.123700054735,986.175285250163,1456.99148721461,365.0,347.058823529412,500.2134,765.33333333333,961.450000000003,174.5342,198.387096774194,1605.26315789474,262.014180672269,302.327188940092,1100.2143,2365.41005291005,304.969119440854,423.188164547743,322.785923753666,352.294372294372,416.920821114369,287.466327990603,186.844827242941,1542.85335876245,867.8197945845,286.842105263158,124.249818821628,976.844827242941,889.782867306515,1200.0,2315.34691174035,1680.60550560551,1039.96331649784,636.666666666667,242.245030954708,240.560780215953,448.064516129032,259.65930537686,216.225155408534,430.701149425287,675.090909090909,ABIA,1,2018,South_East
13,2018-02-01,627.241379310345,47.2727272727273,493.333333333333,484.375,986.704956076153,1389.92969094184,395.294117647059,359.444444444444,500.61357072,722.22222222222,1033.33333333333,174.67382736,197.0,1571.42857142857,190.675883256528,303.47619047619,1101.20449287,2379.68253968254,341.316794887849,381.818181818182,307.91788856305,380.165289256198,442.228739002932,276.780036776643,171.86930390548,1533.69216480919,929.226709822685,273.382352941176,139.110070801776,942.105263157895,856.818464522639,1300.0,2582.01481058624,1705.05189255189,933.449945760444,600.0,240.501792114695,261.111111111111,470.10752688172,173.3850509303,200.053469677484,494.567901234568,650.0,ABIA,2,2018,South_East
14,2018-03-01,651.333333333333,48.1666666666667,519.642857142857,495.812807881773,930.76411414247,1425.13989886961,356.666666666667,320.555555555556,500.964000219504,685.714285714286,976.666666666667,170.0,193.870967741935,1578.94736842105,191.666666666667,280.401785714286,1102.0854564643,2240.52647689011,297.40087741201,400.454545454545,335.242424242424,384.0,419.343434343434,265.084697181191,184.505069470127,1483.66522366522,904.188712522046,309.194711538462,137.488434642891,942.858947368421,995.976778547596,1301.17,2406.04677735113,1554.59956709957,914.746788714946,560.0,251.083210622853,249.411569308191,449.89247311828,203.835952319023,186.033844045616,497.333333333333,701.538461538462,ABIA,3,2018,South_East
15,2018-04-01,693.171355498721,48.5185185185185,514.399092970521,498.416666666666,904.186795491143,1413.37204339328,370.625,334.705882352941,485.636363636364,695.12541,986.0,170.0,187.916666666667,1608.82352941176,188.047619047619,256.173469387755,1102.96712482947,2216.16161616162,261.441571085482,387.636363636364,358.068686868687,379.636363636364,424.764864764865,285.801438938694,193.593052892925,1488.54055624254,896.65749340672,325.029304029304,139.054564525411,943.613234526316,983.668238967355,1200.0,2534.98622589532,1612.25071225071,929.34387181446,560.392,240.740740740741,244.764957264957,420.230769230769,196.482459175958,198.632272463355,592.592592592593,711.111111111111,ABIA,4,2018,South_East
16,2018-05-01,650.0,48.3939393939394,499.078341013825,488.504464285714,920.686761075131,1404.56913255826,376.923076923077,300.0,486.073436363637,681.25,958.333333333333,170.153,195.161290322581,1572.72727272727,191.466301843318,220.634920634921,1103.95979524181,2228.34467120181,238.9380821199,372.141414141414,343.645546372819,354.545454545455,403.125371360666,347.09082688406,207.400969801264,1527.74498229044,870.454545454545,364.285714285714,126.249095750562,944.462486437389,972.603795316052,1201.08,2675.67987567988,1559.35314685315,896.495818501166,560.8963528,239.485766758494,248.745519713262,427.474747474747,197.280109627273,183.695279256155,580.0,716.666666666667,ABIA,5,2018,South_East
17,2018-06-01,653.0,48.4363636363636,492.045454545455,473.757763975155,1060.85300770899,1398.03337808313,358.333333333333,297.5,464.545454545455,688.461538461538,1080.0,175.2435,199.52380952381,1582.42857142857,173.537414965986,202.81179138322,1176.34220686852,2232.564,232.823607780768,357.940610114523,346.782106782107,361.497326203209,402.771589411906,320.425180598555,213.776640460126,1660.50549495055,898.74926200128,325.555555555556,136.067001899475,933.333333333333,930.667278937175,1235.14325,2400.65789473684,1711.98681492799,919.639239363797,565.3425,247.979797979798,252.941577941578,428.571428571429,202.209757906352,198.298462750874,596.666666666667,721.428571428571,ABIA,6,2018,South_East
18,2018-07-01,556.51282051282,48.258888888889,490.217391304348,450.046511627907,986.361083954667,1347.95693706809,365.384615384615,288.461538461538,464.870636363637,696.731078904992,1055.55555555556,177.12543,198.142857142857,1585.9375,153.694738765071,188.386243386243,1177.16564641333,2275.13227513228,220.223768579412,373.015175913727,306.957094575242,351.515151515152,398.179183135705,359.26754671627,201.98324484669,1634.87993487993,896.468531468532,302.272727272727,127.456152750076,933.893333333333,930.715876267318,1250.0,2489.82800824906,1681.97416618469,891.532365092042,608.888888888889,237.015182884748,255.78626799557,451.304347826087,180.409139283902,157.562927609761,604.444444444444,716.666666666667,ABIA,7,2018,South_East
19,2018-08-01,505.923076923077,48.1034482758621,500.335775335775,485.42328042328,1053.4313986525,1400.35812171128,358.823529411765,269.444444444444,415.636363636364,705.2654,1142.85714285714,172.5,193.677419354839,1595.83333333333,143.112135176651,164.831029185868,1180.52,2244.44444444444,223.687295226437,370.666666666667,322.3367003367,367.878787878788,413.137829912024,347.269349659055,217.194230517372,1530.97257856983,912.782587782588,350.0,111.739072060435,950.0,943.48077000399,1300.0,2688.69182540618,1737.5,921.997767233969,653.333333333333,234.44832944833,240.446127946128,457.204301075269,226.972789115646,188.085558639575,595.476190476191,729.166666666667,ABIA,8,2018,South_East
20,2018-09-01,491.473684210526,46.5,500.0,483.333333333333,1028.44676598214,1402.12956634009,306.666666666667,266.666666666667,403.636363636364,762.5,1150.0,173.71,193.5,1623.07692307692,157.210884353742,178.741496598639,1200.143,2358.13492063492,249.892407787145,370.909090909091,317.355371900826,345.454545454545,403.471074380165,312.972076942665,186.894436070944,1480.95238095238,941.454714640199,307.142857142857,126.537528801408,1000.0,947.751328667026,1300.78,2378.18513225212,1699.6003996004,970.315361214484,655.3145,238.813131313131,245.388091440723,460.2543,204.225455614344,160.96079368945,605.686274509804,735.0,ABIA,9,2018,South_East
21,2018-10-01,490.555555555556,45.0,495.096702684541,487.205896998522,980.0,1409.14021417179,315.882352941176,258.823529411765,405.654545454546,695.0,1083.33333333333,174.57855,191.5,1586.15384615385,143.336653061225,159.884489795918,1201.1031144,2359.5498015873,200.042343231817,371.131636363636,317.545785123967,345.696363636364,403.753504132231,354.191157396525,198.025262176194,1481.69285714286,941.925441997519,360.0,130.0,1009.0,910.0,1312.48702,2379.13640630502,1700.28023976024,900.0,655.77322015,238.980300505051,245.535324295587,460.62250344,220.0,165.438,606.04968627451,725.0,ABIA,10,2018,South_East
22,2018-11-01,500.206896551724,48.8571428571429,475.334251035883,457.434499947021,980.49,1395.0,345.454545454545,255.555555555556,417.5,662.5,1083.875,170.0,196.764705882353,1605.83333333333,143.436988718368,159.996408938775,1210.94388658008,2361.20148644841,200.182372872079,372.165654836364,317.831576330578,346.007490363636,404.11688228595,405.554029438182,158.151682385935,1485.87821142857,950.678982351116,318.181818181818,100.0,1009.7063,915.637,1315.405760914,2380.80180178943,1721.81049197602,905.81,656.363416048135,239.195382775505,250.756306087453,461.037063693096,205.0,162.1543,610.595130992157,731.25,ABIA,11,2018,South_East
23,2018-12-01,495.789473684211,49.0476190476191,487.5,480.15873015873,990.601037795234,1460.28098657409,350.0,261.538461538462,419.25343,684.52380952381,1170.0,170.5,189.047619047619,1617.64705882353,147.301587301587,166.964285714286,1225.06,2448.00637958533,231.095570266885,381.818181818182,291.095077761744,366.060606060606,410.742344075677,338.617661878531,196.303237070553,1415.60771744595,903.152013493569,322.063492063492,145.765276321384,1015.32,955.199686773739,1320.1423,2208.18681318681,1725.71,885.059064362977,666.666666666667,239.065656565657,241.388888888889,479.365079365079,191.421038966056,174.03356566006,603.333333333333,728.571428571429,ABIA,12,2018,South_East
