,Date,AVERAGE PRICES REPORTEDLY PAID BY HOUSEHOLDS ACROSS VARIOUS RURAL AND URBAN MARKETS  AND INFORMAL ARRANGEMENTS NGN,ItemLabels,Agric eggs medium size,Agric eggs(medium size price of one),"Beans brown,sold loose",Beans:white black eye. sold loose,Beef Bone in,"Beef,boneless",Bread sliced 500g,Bread unsliced 500g,Broken Rice (Ofada),Chicken Feet,Chicken Wings,Evaporated tinned milk carnation 170g,"Evaporated tinned milk(peak), 170g",Frozen chicken,"Gari white,sold loose","Gari yellow,sold loose",Mudfish (aro) fresh,Mudfish : dried,Onion bulb,Rice agric sold loose,Rice local sold loose,Rice Medium Grained,"Rice,imported high quality sold loose",Tomato,Yam tuber,State
10,Unnamed: 11,,2016-10-01 00:00:00,494.6701821218755,39.6197744334806,380.326528363635,359.1715306666665,1099.46400411683,1268.19723375008,311.9273893733915,298.2457799166665,415.64453835,844.4080746908239,1122.13245166687,133.674560022872,158.266130489056,1393.79243192095,193.725956353614,226.39484359489052,901.740652775921,2375.9077762208854,223.459845860483,418.047206125,304.303924554704,320.906922138554,465.1649317499995,341.37725046995,165.518360832579,ANAMBRA
11,Unnamed: 12,,2016-11-01 00:00:00,438.64583333333303,38.9583333333333,400.29406862745054,378.9544956140345,1048.618958333333,1281.68861111111,329.1666666666665,314.6825396825395,416.89147196504996,800,1050,134.015583702941,157.5,1377.777777777775,196.96984649122749,240.9166885964905,904.4458747342487,2383.0354995495477,211.783095238095,419.982058823529,320.540328947368,361.32714285714246,470.445526315789,325.12773809523753,161.1613888888885,ANAMBRA
12,Unnamed: 13,,2016-12-01 00:00:00,438.5217391304345,40,415.8297916666665,382.48391304347797,946.712916666667,1302.11742424242,327.08333333333303,320.833333333333,418.14214638094506,800.11,1050,134.357630454049,159.583333333333,1341.6666666666652,247.231866666667,242.966666666666,907.1592123584513,2390.184606048196,212.2684848484845,395.40773809523796,328.904933333333,380,488.724583333333,301.0556666666665,161.47,ANAMBRA
13,Unnamed: 14,,2017-01-01 00:00:00,454.355,48.83166666666666,420.925,389.658333333333,997.885,1377.77,329.151666666667,329.405,444.32,819.795,1102.465,133.39,176.99666666666667,1380.245,250.466666666667,265.314166666667,912.76,2408.93,213.93,420.99,332.0075,388.31,495.205,325.6683333333333,169.98499999999999,ANAMBRA
14,Unnamed: 15,,2017-02-01 00:00:00,500,49.642857142857096,426.18958333333296,357.043571428571,894.1195833333329,1296.4275,353.125,337.5,480.97,800,962.5,145.76,173.0952380952375,1483.3333333333298,243.278571428571,305.8949999999995,950.11,2345.78,195.7475,394.7258333333325,383.7023809523805,477.28125,444.281904761904,298.622291666667,201.398333333333,ANAMBRA
15,Unnamed: 16,Year on Year %, (Feb 2016 & Feb 2017),45.6310679611652,66.63336663336656,75.42477679649481,59.74361640644559,12.948511408945922,11.264457750327015,48.68421052631611,20.895522388059767,29.526067144576768,0,20.3125,21.103356596876047,26.27008250108542,24.82468443197763,88.03322039844575,128.24215104768788,20.620401030618822,5.560205560205579,0.23749140796485302,60.58168232916989,119.56553147580962,187.41205576241785,107.724172304182,34.44622015838613,65.8839598877075,ANAMBRA
16,Unnamed: 17,Month on Month %,(Jan 2017 & Feb 2017),10.046109319804994,1.6611976030385327,1.250717665458918,-8.370092235872121,-10.398534567276497,-5.903924457638066,7.283369875082812,2.457461180006384,8.24855959668708,-2.4146280472557113,-12.695641131464486,9.27355873753655,-2.204238444092637,7.4688430918662965,-2.8698809840681343,15.29538880007003,4.091984749550816,-2.621495850854929,-8.499275463936803,-6.238667585136821,15.570395533950443,22.91242821457083,-10.283235273895858,-8.304780937661405,18.48006196625174,ANAMBRA
0,Unnamed: 1,,Unit of Measurement,1 Dozen,1 Piece,1Kg,1Kg,1Kg,1Kg,1 loaf,1 loaf,1Kg,1Kg,1Kg,1 unit,1 unit,1 unit,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,EBONYI
1,Unnamed: 2,,2016-01-01 00:00:00,363.392857142857,30.05952380952375,350,285.83333333333303,778.5699999999999,1108.3333333333298,223.75,172.708333333333,330.94,571.43,708.33,121.66,133.875,975,114.58250000000001,133.102499999999,657.23,1390.56,203.604375,210,160,180,247.5,288.7283333333325,104.894,EBONYI
2,Unnamed: 3,,2016-02-01 00:00:00,356.1111111111105,30.8333333333333,334.375,277.083125,846.153333333333,1106.25,232.7777777777775,281.25,331.30403400000006,800,800,121.79382600000001,134.76190476190402,1000,147.57125,149.3058333333325,657.9529530000001,1392.089616,226.437142857142,220,155.833333333333,160,250,252.380952380952,137.5,EBONYI
3,Unnamed: 4,,2016-03-01 00:00:00,375.4166666666665,31.66666666666665,325,320.83333333333303,850,1120,228.958333333333,187.29166666666652,331.66846843740007,866.67,850,121.92779920860002,136.517857142857,966.666666666666,138.89,164.3518749999995,658.6767012483001,1393.6209145776002,236.77625,255,193.333333333333,200,265,191.118809523809,139.0149999999995,EBONYI
4,Unnamed: 5,,2016-04-01 00:00:00,392.9166666666665,31.66666666666665,387.5,337.5,872.7,1200,229.16666666666652,178.333333333333,332.03330375268126,750,850,122.0619197877295,137.708333333333,1091.6666666666665,156.2662499999995,171.2941666666665,659.4012456196733,1395.1538975836356,244.049999999999,230,206.66666666666652,200,270,279.7,185.7,EBONYI
5,Unnamed: 6,,2016-05-01 00:00:00,383.33333333333303,56.35416666666665,384.375,352.08333333333303,995.455,1116.6666666666652,234.16666666666652,203.75,332.39854038680926,875,932.5,122.19618789949601,142.083333333333,1275,189.8129166666665,207.175833333333,660.126586989855,1396.6885668709779,190.880833333333,265,208.333333333333,240,305,584.34071428571,201.729333333333,EBONYI
6,Unnamed: 7,,2016-06-01 00:00:00,383.7549999999997,35.41666666666665,312.5,312.5,872.7275,1201.0428571428552,302.7777777777775,263.88888888888846,332.76417878123476,836.36,857.14,122.33060370618547,141.25,1075,211.50625,232.53833333333301,660.852726235544,1398.224924294536,199.905,320,275,240.264,367.5,675.79,180.5575,EBONYI
7,Unnamed: 8,,2016-07-01 00:00:00,401.25,35.41666666666665,425,370.83333333333303,866.6666666666665,1166.6666666666652,342.8571428571425,300,333.13021937789415,727.27,835.7175,122.4651673702623,142.083333333333,1100,175.9266666666665,222.271071428571,661.5796642344031,1399.7629717112602,201.455624999999,315,291.428571428571,240.52829040000003,408.8891666666665,701.7216666666665,174.473333333333,EBONYI
8,Unnamed: 9,,2016-08-01 00:00:00,415,39.16666666666665,503.125,410.4166666666665,864.771,1271.92333333333,278.75,241.458333333333,333.49666261920987,743.75,832.54,122.5998790543696,145.625,1250,209.1675,237.26749999999998,662.307401865061,1401.3027109801428,214.30541666666647,370,309.523809523809,240.79287151944007,430,370.691904761904,145.4875,EBONYI
9,Unnamed: 10,,2016-09-01 00:00:00,416.015416419761,53.8079963324566,454.90222968750004,439.207690239533,1050.895659400565,1334.81931544288,319.5168760557375,249.19869822690953,333.863508948091,839.83541957265,1007.829529631807,125.725503744856,181.424689455432,1090.287759126248,182.14385483112,210.5648519514875,597.494248449862,1540.66930642709,312.341968285292,329.031677623776,261.308212096952,219.1839414158965,389.26113957999996,386.93464617080747,216.3351664779275,EBONYI
10,Unnamed: 11,,2016-10-01 00:00:00,500.964922738131,46.1766765394164,487.2971428571425,458.772318396916,980.37476193918,1399.24412620626,310.3304761904755,285.533809523809,334.23075880793397,887.673159240388,971.55,127.35793582379,167.06350099186102,1307.16235781249,182.6654232125,204.9706539666665,778.78225253951,1332.22125869068,321.8613938747785,334.983689049936,307.0695144675575,250.957430061222,465.783595,391.491633430829,208.3121494587075,EBONYI
11,Unnamed: 12,,2016-11-01 00:00:00,437.1428571428565,39.4444444444444,496.13687499999946,477.77749999999946,1091.55857142857,1364.28571428571,310.4166666666665,311.1111111111105,360,790,995,127.49802955319618,168.958333333333,1250,247.10625,259.95375,779.6389130173035,1650,342.111,365,316.19047619047547,251.23348323428937,455,382.417857142857,227.958333333333,EBONYI
12,Unnamed: 13,,2016-12-01 00:00:00,439.04761904761847,41.66666666666665,513.125,472.083333333333,951.19,1350.71428571428,359.375,309.375,360.396,800,1100,127.63827738570471,168.809523809524,1375,244.21249999999998,260.8806249999995,780.4965158216226,2500,202.315,365,357.33333333333303,251.5098400658471,533.75,245.743809523809,260.1225,EBONYI
13,Unnamed: 14,,2017-01-01 00:00:00,494.355,48.83166666666666,524.925,479.658333333333,997.885,1407.77,399.151666666667,309.405,404.32,899.795,932.4649999999999,133.39,176.99666666666667,1480.245,260.4666666666667,315.31416666666667,712.76,2048.93,213.93,420.99,362.0075,308.31,535.205,265.668333333333,269.985,EBONYI
14,Unnamed: 15,,2017-02-01 00:00:00,470,44.642857142857096,500,455,894.4439999999995,1360.833,360.4166666666665,291.6071428571425,404,850,975,145.25,190,1366.66666666666,267.858571428571,289.7492857142855,800.45,2125.44,331.4816666666665,456,363.33333333333303,312.23,500.9,256.400238095238,261.933125,EBONYI
15,Unnamed: 16,Year on Year %, (Feb 2016 & Feb 2017),31.98127925117027,44.787644787644794,49.532710280373834,64.21064978244345,5.707082246716501,23.01315254237289,54.83293556085932,3.6825396825395527,21.942372727040183,6.25,21.875,19.25891875668639,40.98939929328699,36.66666666666599,81.51135226446277,94.06427682393777,21.65763469109317,52.67982575052841,46.39014716582807,107.27272727272728,133.15508021390406,95.14375000000001,100.35999999999999,1.5925471698114417,90.4968181818182,EBONYI
16,Unnamed: 17,Month on Month %,(Jan 2017 & Feb 2017),-4.926621557382855,-8.578059709497731,-4.748297375815584,-5.140812036345253,-10.366024141058388,-3.334138389083437,-9.704331269233608,-5.752284915517682,-0.07914523149980046,-5.534038308725872,4.56156531344341,8.891221230976846,7.346654362605697,-7.672941528823943,2.8379465428350263,-8.10774892312624,12.302878949436003,3.734144163050969,54.94865921874749,8.316112021663221,0.3662447140827295,1.2714475690052272,-6.409693481936839,-3.4885961461076143,-2.9823416115710115,EBONYI
0,Unnamed: 1,,Unit of Measurement,1 Dozen,1 Piece,1Kg,1Kg,1Kg,1Kg,1 loaf,1 loaf,1Kg,1Kg,1Kg,1 unit,1 unit,1 unit,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,ENUGU
1,Unnamed: 2,,2016-01-01 00:00:00,334.80769230769204,28.3066239316239,290.0795641025635,269.79795218295203,871.349722222222,1054.07844780219,214.294871794871,179.7180451127815,360,571.43,716.1099999999994,125,134.428571428571,1031.25,127.7591428571425,157.30374434389051,941.18,1428.57,295.570186813186,197.0075757575755,155.817489878542,143.75,224.598214285714,235.92399766899752,105.20340225563905,ENUGU
2,Unnamed: 3,,2016-02-01 00:00:00,337.09677419354796,28.70798319327725,289.2826785714285,264.8013201663195,858.5312499999995,1151.3471153846149,221.357466063348,284.93927125506,433.33,623.335,796.968333333333,123.333333333333,133.608108108108,1122.22222222222,131.884015444015,156.38445512820448,1000,1477.775,171.060368663594,192.037037037037,157.5441119691115,157.222222222222,227.2767857142855,218.51987878787799,123.631324561403,ENUGU
3,Unnamed: 4,,2016-03-01 00:00:00,355.994694960212,30.543956043956,309.158031609195,294.16391402714896,811.3831818181816,1081.78617753623,234.11931818181802,189.3461538461535,386.666666666666,866.67,916.666666666666,130,136.282051282051,1185.71428571428,148.4212837837835,178.319305555555,954.66,1785.71,160.68902027027002,231.3852813852805,199.0436590436585,200,289.59134615384596,195.92507722007701,129.0928088803085,ENUGU
4,Unnamed: 5,,2016-04-01 00:00:00,372.4,30.75,313.018333333333,285.0417499999995,840.060151515151,1140.92677777777,231.0625,204.61722488038248,380,573.315719,875,125,137.36206896551698,1037.5,154.2806875,186.388338709677,944.285894,1833.35,142.166847507331,248.0952380952375,190.60303030302998,205,293.7142857142855,258.398636363636,146.324895833333,ENUGU
5,Unnamed: 6,,2016-05-01 00:00:00,357.75,41.2672413793103,308.2639646464645,279.5514677419355,797.8358333333331,1164.3373529411751,235,189.444444444444,385,625.3920055000001,930,130,135.910714285714,1225,195.2876896551715,223.070017241379,1003.3000000000001,1833.335,136.2479467084635,270.925833333333,220.26819923371602,212,323.076923076923,956.5294372294366,153.721666666666,ENUGU
6,Unnamed: 7,,2016-06-01 00:00:00,367.5,31.8861607142857,380.9855641025635,359.3823308270675,766.610314685314,1171.904052795025,265.5048076923075,271.15384615384596,400,500,808.709999999999,130.429,140.892857142857,1187.5,199.53519841269798,227.37464285714202,957.810378,1673.995,176.45128968253948,307.55566666666596,276.12781954887146,275,366.6859740259735,894.021595238095,187.0596031746025,ENUGU
7,Unnamed: 8,,2016-07-01 00:00:00,364.14835164835154,32.2180451127819,388.2092592592585,359.751578947368,901.690982142857,1182.2916457680199,330.7142857142855,301.785714285714,466.664999999999,727.27,720.634,125.41250000000001,139.20168067226848,1137.5,195.381547619047,223.8193055555555,947.4020374502,1921.05499999999,158.3114520202015,309.5,274.7751785714285,240,379.264069264069,608.992379032258,180.1710227272725,ENUGU
8,Unnamed: 9,,2016-08-01 00:00:00,371.405835543766,32.265625,417.1896291208785,389.29323076923,937.4123863636355,1214.8031043956,264.810924369747,246.33458646616498,500,714.29,818.682,130.429,138.17640692640651,1300,205.181827731092,238.49351648351598,1006.6108900000002,1833.335,164.5055288461535,385.47619047619,351.2355212355205,363.33333333333303,446.19047619047547,234.105023041474,164.718683035714,ENUGU
9,Unnamed: 10,,2016-09-01 00:00:00,500.336763919577,43.1303637845921,428.5599679766575,392.46116304325597,1041.331806707983,1302.94848431172,330.37199203288696,249.22686080613101,480.683547958686,862.8374637025405,1028.28998407802,120.1483895429775,151.323425293945,1291.39715750343,179.937316852176,224.67826605251201,991.463455092149,2289.3400245981948,223.465147132883,267.920913867474,250.05652966547,264.129834967463,398.6861537657145,295.1056228479005,235.2459883268645,ENUGU
10,Unnamed: 11,,2016-10-01 00:00:00,504.393691874498,43.25668899973325,430.02188715016905,423.972993235294,965.7466885561105,1383.60545622249,305.471533168986,245.797063492063,492.2411,860.772949318458,1056.09522547456,126.594,156.427510474975,1300.52375910101,207.8569962279215,242.19877640692602,983.786574444322,1873.8700525,277.080943992387,345.20355322481,315.8067073677985,328.3135634037885,454.9532983193275,291.995244497449,180.16301263480602,ENUGU
11,Unnamed: 12,,2016-11-01 00:00:00,442.37179487179446,38.65259740259735,440.885416666666,415.3725833333325,1010.43273076923,1337.76558571428,304.705882352941,289.5085470085465,500,716.647157,1000,130.8594157,146.9523809523805,1288.88888888888,211.7099007444165,257.6287717121585,1009.9327059370003,1834.18666666666,309.307009925558,351.256684491978,298.7709157509155,280,452.71978021978,225.733142857142,205.93561507936448,ENUGU
12,Unnamed: 13,,2016-12-01 00:00:00,445.1923076923075,38.77941176470585,460.2441142857135,440.4014542483655,892.5357738095234,1264.2632211538448,301.5126050420165,274.6794871794865,590,700,950,130,146.4946236559135,1370,219.74794117647,249.126018145161,994.075284493953,2166.67,189.8339671814665,394.0384615384615,332.7452941176465,305,468.80324543610504,208.04040322580602,170.253865546218,ENUGU
13,Unnamed: 14,,2017-01-01 00:00:00,551.054090909091,46.393181818181816,463.323636363636,451.880909090909,1000.63625,1385.735,307.84,275.185454545455,600.75,701.99,1078.625,140.93,165.75590909090909,1375.275,243.32454545454544,255.77545454545452,1179.74,2911.59,207.120909090909,394.470625,335.080454545455,307.033333333333,472.059545454545,230.5459090909091,194.30409090909092,ENUGU
14,Unnamed: 15,,2017-02-01 00:00:00,500,44.642857142857096,500,425,994.444,1360.833,360.4166666666665,291.6071428571425,640,700,975,155.34,200.22,1366.66666666666,267.858571428571,289.7492857142855,1000.33,2875.89,221.481666666667,456,363.33333333333303,310.14,465,216.4002380952375,191.933125,ENUGU
15,Unnamed: 16,Year on Year %, (Feb 2016 & Feb 2017),48.325358851674835,55.506769118185304,72.84131993977718,60.4976892611642,15.83084482946899,18.194850346709305,62.821102480240086,2.3401027077498924,47.693443795721514,12.299164975494712,22.338612366447062,25.951351351351693,49.85617477495712,21.782178217821432,103.1016196517594,85.28010694972727,0.033000000000004096,94.6094635516232,29.475733272989213,137.45419479267122,130.62323865494199,97.26219081272112,104.5963464938128,-0.969999024527217,55.246354983986336,ENUGU
16,Unnamed: 17,Month on Month %,(Jan 2017 & Feb 2017),-9.264805715327412,-3.7728058450148274,7.915927606071628,-5.948671110047071,-0.6188312686053556,-1.797024683651623,17.0792186417186,5.967498659699313,6.533499791926759,-0.28347982164988234,-9.607138718275582,10.224934364578155,20.792073777707092,-0.6259354189773078,10.082840565136765,13.282678445125553,-15.207588112634983,-1.226134174111062,6.9335141675410465,15.597961191660348,8.431670186852225,1.0118336771252754,-1.495477746932833,-6.1357284765758555,-1.220234683684674,ENUGU
0,Unnamed: 1,,Unit of Measurement,1 Dozen,1 Piece,1Kg,1Kg,1Kg,1Kg,1 loaf,1 loaf,1Kg,1Kg,1Kg,1 unit,1 unit,1 unit,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,1Kg,IMO
1,Unnamed: 2,,2016-01-01 00:00:00,330.915948275862,29.6875,271.46128735632146,243.033002028397,819.957159090909,1000.851610576923,219.10256410256352,158.571428571428,270.56,700.25,708.33,110,137.66666666666652,1081.249999999995,128.8745,134.422803921568,1126.97,1600,185.756180371352,221.24900000000002,186.2854848484845,228.795833333333,246.38973214285699,230.4292857142855,116.4287499999995,IMO
2,Unnamed: 3,,2016-02-01 00:00:00,328.5863095238095,29.5,261.82051411290297,236.1194999999995,934.5108971291866,1146.8445833333299,226.1403508771925,182.333333333333,270.70691408,746.67,800,123.75,136.907894736842,1165.8333333333298,131.1404310344825,137.326333333333,1127.58194471,1444.44,188.674860426929,223.21309523809498,179.687788235294,214.999375,245.4551810344825,233.395952380952,122.0598928571425,IMO
3,Unnamed: 4,,2016-03-01 00:00:00,350.130718954248,31.55952380952375,281.680578093306,262.4618235294115,794.933444816053,1053.9034375,202.9047619047615,164.1875,270.85390793434544,747.0754418099999,875,115,140.72984749455298,1181.6666666666652,121.92070043103399,139.328020833333,1128.1942217059775,1785.71,150.76166666666649,283.335,226.2954666666665,282.96416666666653,311.9288026819915,198.06795098039152,128.79147321428502,IMO
4,Unnamed: 5,,2016-04-01 00:00:00,339.23645320197,30.8563218390804,267.42023809523755,244.3516666666665,834.9411355311349,1140.759589947085,228.82211538461502,188.2692307692305,360,747.4811037749027,875,127.5,143.16666666666652,1150,153.0534374999995,164.57249999999948,1128.8068311683637,2066.65,169.958047619047,284.8174999999995,231.9473148148145,281.11749999999995,319.4688362068965,257.0879166666665,140.5822916666665,IMO
5,Unnamed: 6,,2016-05-01 00:00:00,357.63888888888846,31.65454545454545,262.923571428571,275.36303030303,874.0516666666665,1175.657916666665,207.333333333333,204.9350649350645,360.19548,747.8869860142524,850,106.666666666666,143.75420875420798,1113.392857142855,205.33407467532402,220.677666666666,1129.4197732776881,1666.67,146.443666666666,335.187083333333,266.317523148148,327.776875,382.2912382445135,974.333741258738,176.56836206896548,IMO
6,Unnamed: 7,,2016-06-01 00:00:00,372.8125,34.02777777777775,341.3185,314.1123949579825,850.6370833333331,1155.16196296296,254.5454545454545,240.7142857142855,360.39106614563997,748.2930886476581,825.755,122.5,144.8148148148145,1208.3333333333298,206.37327083333298,227.60412745098,1130.0330482145778,2039.47799999999,174.39671264367752,396.824047619047,301.18538793103403,380.555,437.66043650793597,934.3278246753225,184.97750000000002,IMO
7,Unnamed: 8,,2016-07-01 00:00:00,391.363636363636,35.98484848484845,318.073636363636,298.350649350649,898.135357142857,1163.412117647055,293.660287081339,300,360.58675849455705,748.6994117947937,714.29,110,144.46969696969649,1234.1666666666652,190.10066844919749,214.38669047618998,1130.6466561597583,2070.17333333333,178.6863333333325,340.445,302.6099808429115,343.70333333333303,402.7761038961035,616.4212539682535,217.2289444444435,IMO
8,Unnamed: 9,,2016-08-01 00:00:00,403.147058823529,37.19791666666665,420.47666666666646,331.73625000000004,905.2429545454545,1257.94624999999,230.75,222.142857142857,322.22,749.1059555753983,732.54,127.5,145.97916666666652,1256.249999999995,195.77125,214.309578431372,1131.260597294053,1857.145,183.537474358974,409.4739285714285,327.113,395,438.5153333333325,262.4531666666665,180.303041666666,IMO
9,Unnamed: 10,,2016-09-01 00:00:00,503.938943050349,40.6224354816404,388.61951041076645,305.297455988579,1021.6867604724,1277.70852910517,301.242980112989,267.4986681424355,270.050818887075,699.3877258002906,819.4940883593945,140.00629987390852,150.235963744118,1393.6930087301848,187.6606898466415,223.5739635121535,1241.85377077917,1879.1832837578,238.00889591113702,352.47923492678547,330.306775609225,339.92412312011004,396.096785758289,284.775008390084,207.146301761895,IMO
10,Unnamed: 11,,2016-10-01 00:00:00,510.937895455714,40.3245036995376,402.22768047619,303.153946483858,1094.6228138809065,1354.8808183591,288.7844702564895,256.87860471123554,245,908.307924202216,1097.57121101361,148.297,162.477333097772,1402.62593733157,200.234491313616,222.90709569989798,1245.45322724438,1809.94995889503,267.391744348869,385.477346294999,373.276383806844,365.989049006183,451.83201507609704,288.93789094864496,220.26603893452102,IMO
11,Unnamed: 12,,2016-11-01 00:00:00,481.1,39.6130952380952,394.282126436781,386.17341191066953,976.8879166666665,1350.03644230769,283.95833333333303,265.420289855072,245.13303499999998,908.8011354050577,1050,150,150.0896551724135,1379.6875,239.4033333333325,249.251590038314,1246.1295083467737,2200,255.811208333333,424.1406428571425,375.3468875,422.22,463.6239148351645,319.396458333333,227.5246206896545,IMO
12,Unnamed: 13,,2016-12-01 00:00:00,494.333333333333,39.6666666666666,412.77649769585196,392.0430107526875,899.842933333333,1303.5956785714202,275.267857142857,232.333333333333,245.26614223800496,909.2946144215827,1100,140,151.1839080459765,1380.555555555555,236.00460591132952,258.7032820512815,1246.806156669806,2583.335,248.8247222222215,466.05225,373.905128205128,437.03333333333296,523.5902857142855,216.22310344827548,190.8069166666665,IMO
13,Unnamed: 14,,2017-01-01 00:00:00,549.03,45.3231818181818,422.08727272727276,395.500909090909,991.9943750000001,1405.08666666667,306.175,294.472222222222,216.39,962.91,1120,164.47,176.20499999999998,1404.6,240.439545454545,263.89045454545453,1398.52,2663.3,294.371666666667,480.97,380.174444444444,482.57,539.585909090909,220.98333333333335,208.2,IMO
14,Unnamed: 15,,2017-02-01 00:00:00,497.386363636364,45.27272727272725,426.785333333333,367.5,994.446,1398.3091818181802,320,225.625,250.45,960.34,950,150,185.25974025974,1546.6666666666652,268.285714285714,303.917532467532,1391.3,2511.10999999999,252.409166666667,433.333333333333,376.012948717948,446.942,513.792352941176,236.4725,210.55,IMO
15,Unnamed: 16,Year on Year %, (Feb 2016 & Feb 2017),51.37160290006641,53.46687211093983,63.00683496072178,55.64152897155922,6.413526375661734,21.92665005697308,41.505042668735754,23.743144424131852,-7.482968859086335,28.61639010540133,18.75,21.21212121212121,35.31706160250121,32.66619013581156,104.57894805543995,121.31045451408889,23.387928170295858,73.84661183572804,33.77996734462743,94.13436871663322,109.25904448530139,107.88060430408231,109.32226843848794,1.3181666552753313,72.49728397388103,IMO
